numsad_int,numhaha_int,numwow_int,numangry_int,numloves_int,numlikes_int,numshares_int,MIPP,sentiment,log_length,else_leader_org,IDEO,IDEOsq,accountname,issue,party_affil
1,0,0,4,1,47,4,0.043299999237060544,-0.0423728813559,4.644391860679372,else,2.1500000953674316,8.122499465942383,125,10000,GRÜNE
30,0,0,15,24,606,102,0.15579999923706056,-0.0431472081218,5.968707815739808,else,3.200000047683716,3.239999771118164,215,10000,PILZ
2,158,3,13,3,532,105,0.06670000076293946,-0.0338983050847,4.11087550351623,leader,8.100000381469727,9.610002517700195,101,10000,FPÖ
0,4,0,0,3,62,5,0.043299999237060544,0.0434782608696,3.8286435703997754,org,2.1500000953674316,8.122499465942383,90,10000,GRÜNE
13,91,7,72,0,517,119,0.043299999237060544,0.0416666666667,3.912025005426146,else,2.1500000953674316,8.122499465942383,125,10000,GRÜNE
2,1,9,22,0,69,30,0.043299999237060544,0.047619047619,2.5649570497396432,else,2.1500000953674316,8.122499465942383,125,10000,GRÜNE
0,6,0,1,14,247,10,0.08649999618530274,0,3.258100384167932,org,3.3499999046325684,2.7225003242492676,231,10000,SPÖ
0,0,0,0,1,6,2,0.043299999237060544,0.0166666666667,4.077539138819537,org,2.1500000953674316,8.122499465942383,26,10000,GRÜNE
0,0,0,0,1,27,1,0.13664999961853028,0.0569105691057,4.820282372056325,else,6.050000190734863,1.1025004386901855,40,10000,ÖVP
1,1,3,5,0,106,12,0.21504999160766602,-0.0172413793103,4.0430530222189764,org,4.550000190734863,0.20249982178211212,179,10000,NEOS
0,0,0,0,3,74,31,0.08649999618530274,0,4.02535347644784,org,3.3499999046325684,2.7225003242492676,228,10000,SPÖ
0,0,0,0,0,5,0,0.21504999160766602,0.454545454545,2.4849149830866115,org,4.550000190734863,0.20249982178211212,175,10000,NEOS
7,46,2,0,1,45,13,0.043299999237060544,0.00980392156863,4.56434923313396,else,2.1500000953674316,8.122499465942383,125,10000,GRÜNE
0,0,0,0,0,4,0,0.08649999618530274,0.00877192982456,4.744932997928089,else,3.3499999046325684,2.7225003242492676,248,10000,SPÖ
0,0,0,0,0,30,0,0.13664999961853028,0.0277777777778,3.7841919066429512,else,6.050000190734863,1.1025004386901855,193,10000,ÖVP
0,0,0,0,0,27,2,0.13664999961853028,0,3.663564210228923,org,6.050000190734863,1.1025004386901855,189,10000,ÖVP
0,0,0,0,1,67,18,0.08649999618530274,0.117647058824,2.6390644724468912,org,3.3499999046325684,2.7225003242492676,221,10000,SPÖ
0,1,0,0,0,9,0,0.06670000076293946,0,1.7917761357558344,org,8.100000381469727,9.610002517700195,71,10000,FPÖ
1,2,2,2,8,346,52,0.043299999237060544,-0.0133333333333,4.317489446868755,org,2.1500000953674316,8.122499465942383,47,10000,GRÜNE
0,0,0,0,1,64,11,0.13664999961853028,0.063829787234,3.8066647119900727,org,6.050000190734863,1.1025004386901855,23,10000,ÖVP
0,0,0,0,0,9,0,0.043299999237060544,0.129032258065,3.433990430286395,else,2.1500000953674316,8.122499465942383,105,10000,GRÜNE
0,0,0,0,0,44,5,0.08649999618530274,-0.0263157894737,3.663564210228923,else,3.3499999046325684,2.7225003242492676,220,10000,SPÖ
1,0,1,3,4,179,35,0.21504999160766602,0.0408163265306,3.8501497293673697,else,4.550000190734863,0.20249982178211212,196,10000,NEOS
0,0,0,0,1,54,0,0.043299999237060544,0,3.5835217162300297,org,2.1500000953674316,8.122499465942383,50,10000,GRÜNE
0,0,0,0,2,71,3,0.06670000076293946,0.166666666667,1.945924434667559,else,8.100000381469727,9.610002517700195,158,10000,FPÖ
0,0,0,0,1,48,3,0.13664999961853028,0,4.488637493327015,else,6.050000190734863,1.1025004386901855,191,10000,ÖVP
0,1,0,0,1,65,6,0.13664999961853028,-0.08,3.912025005426146,else,6.050000190734863,1.1025004386901855,191,10000,ÖVP
0,3,0,0,0,51,5,0.06670000076293946,0.0112359550562,4.510860605417345,org,8.100000381469727,9.610002517700195,68,10000,FPÖ
0,0,0,0,0,9,0,0.13664999961853028,-0.133333333333,2.833219226391856,org,6.050000190734863,1.1025004386901855,254,10000,ÖVP
0,0,0,0,0,22,0,0.08649999618530274,-0.00840336134454,4.804021864405052,else,3.3499999046325684,2.7225003242492676,218,10000,SPÖ
1,0,0,0,0,32,8,0.08649999618530274,0.0833333333333,2.7080568677466546,else,3.3499999046325684,2.7225003242492676,166,10000,SPÖ
47,325,22,320,64,4771,1169,0.08649999618530274,0.0238095238095,3.737671999232915,org,3.3499999046325684,2.7225003242492676,221,10000,SPÖ
0,0,0,0,0,54,8,0.21504999160766602,-0.161290322581,3.465739027794844,else,4.550000190734863,0.20249982178211212,196,10000,NEOS
6,0,4,12,1,112,45,0.043299999237060544,0.0227272727273,3.713574505725724,else,2.1500000953674316,8.122499465942383,100,10000,GRÜNE
0,0,0,0,0,10,6,0.06670000076293946,0,3.526363465788307,org,8.100000381469727,9.610002517700195,72,10000,FPÖ
0,0,0,0,6,296,2,0.08649999618530274,0.0833333333333,2.4849149830866115,else,3.3499999046325684,2.7225003242492676,12,10000,SPÖ
0,0,0,0,1,59,2,0.13664999961853028,-0.153846153846,3.332208081597398,org,6.050000190734863,1.1025004386901855,120,10000,ÖVP
0,0,0,0,2,31,7,0.13664999961853028,-0.0357142857143,3.332208081597398,org,6.050000190734863,1.1025004386901855,120,10000,ÖVP
0,0,0,0,0,45,2,0.13664999961853028,0.0555555555556,3.5835217162300297,else,6.050000190734863,1.1025004386901855,141,10000,ÖVP
0,4,0,0,0,6,1,0.043299999237060544,0,3.5553509186281893,org,2.1500000953674316,8.122499465942383,95,10000,GRÜNE
0,0,0,0,0,51,0,0.13664999961853028,0,3.433990430286395,org,6.050000190734863,1.1025004386901855,189,10000,ÖVP
0,0,0,0,0,9,0,0.13664999961853028,0.0454545454545,2.890377313436288,org,6.050000190734863,1.1025004386901855,264,10000,ÖVP
0,0,1,1,0,14,0,0.21504999160766602,-0.121951219512,3.663564210228923,org,4.550000190734863,0.20249982178211212,179,10000,NEOS
0,0,0,0,0,26,3,0.08649999618530274,0.0277777777778,4.644391860679372,else,3.3499999046325684,2.7225003242492676,63,10000,SPÖ
1,17,3,13,6,493,77,0.06670000076293946,0,3.5553509186281893,else,8.100000381469727,9.610002517700195,252,10000,FPÖ
0,0,0,0,1,13,0,0.043299999237060544,0,2.4849149830866115,else,2.1500000953674316,8.122499465942383,199,10000,GRÜNE
0,0,0,0,1,20,0,0.08649999618530274,0.125,2.7080568677466546,else,3.3499999046325684,2.7225003242492676,166,10000,SPÖ
0,0,0,0,0,5,0,0.13664999961853028,0.0526315789474,2.77259497222025,else,6.050000190734863,1.1025004386901855,85,10000,ÖVP
0,0,0,0,0,24,2,0.13664999961853028,0.0952380952381,2.995737273541491,else,6.050000190734863,1.1025004386901855,33,10000,ÖVP
0,0,0,0,0,41,12,0.13664999961853028,-0.146341463415,3.737671999232915,else,6.050000190734863,1.1025004386901855,107,10000,ÖVP
0,0,0,0,0,13,3,0.06670000076293946,0.0625,3.8501497293673697,org,8.100000381469727,9.610002517700195,66,10000,FPÖ
0,0,0,0,0,27,0,0.13664999961853028,0.0925925925926,3.9889858984144118,else,6.050000190734863,1.1025004386901855,124,10000,ÖVP
0,0,0,0,1,27,0,0.043299999237060544,-0.0416666666667,3.8712030942390543,org,2.1500000953674316,8.122499465942383,48,10000,GRÜNE
0,0,1,0,0,26,5,0.08649999618530274,0.121212121212,4.158884645858452,else,3.3499999046325684,2.7225003242492676,76,10000,SPÖ
0,0,0,0,4,43,22,0.08649999618530274,0,3.258100384167932,org,3.3499999046325684,2.7225003242492676,118,10000,SPÖ
0,0,0,0,0,63,8,0.08649999618530274,0.00740740740741,4.7095311022128294,org,3.3499999046325684,2.7225003242492676,118,10000,SPÖ
1,1,2,5,31,730,432,0.06670000076293946,0.0454545454545,3.367299278256391,org,8.100000381469727,9.610002517700195,65,10000,FPÖ
0,0,0,0,1,9,4,0.043299999237060544,0.0416666666667,3.9318275935067173,else,2.1500000953674316,8.122499465942383,128,10000,GRÜNE
3,0,0,22,1,147,10,0.043299999237060544,-0.0217391304348,3.8286435703997754,else,2.1500000953674316,8.122499465942383,117,10000,GRÜNE
0,0,0,0,0,28,9,0.13664999961853028,-0.1,2.302595092944046,org,6.050000190734863,1.1025004386901855,23,10000,ÖVP
1,1,0,7,0,48,11,0.08649999618530274,-0.0422535211268,4.27666750790398,org,3.3499999046325684,2.7225003242492676,219,10000,SPÖ
3,1,5,56,0,131,93,0.06670000076293946,-0.0810810810811,3.6375887913018707,else,8.100000381469727,9.610002517700195,77,10000,FPÖ
0,0,0,0,0,12,1,0.08649999618530274,0.0792079207921,4.615121506939779,else,3.3499999046325684,2.7225003242492676,64,10000,SPÖ
0,0,0,0,0,17,0,0.06670000076293946,0.133333333333,2.6390644724468912,else,8.100000381469727,9.610002517700195,142,10000,FPÖ
0,0,0,0,0,8,0,0.13664999961853028,0.117647058824,3.526363465788307,else,6.050000190734863,1.1025004386901855,85,10000,ÖVP
0,0,0,0,0,53,2,0.06670000076293946,0,2.944444242310485,else,8.100000381469727,9.610002517700195,154,10000,FPÖ
2,24,4,17,3,269,37,0.043299999237060544,-0.0263157894737,4.007335003412637,org,2.1500000953674316,8.122499465942383,92,10000,GRÜNE
0,0,1,0,0,2,2,0.13664999961853028,0.102564102564,3.6888819541108115,org,6.050000190734863,1.1025004386901855,254,10000,ÖVP
0,0,0,0,1,15,1,0.13664999961853028,0.02,4.653961302538022,else,6.050000190734863,1.1025004386901855,198,10000,ÖVP
0,1,0,0,0,47,7,0.21504999160766602,0.0344827586207,3.367299278256391,else,4.550000190734863,0.20249982178211212,196,10000,NEOS
0,0,0,0,2,37,0,0.08649999618530274,0.0666666666667,2.77259497222025,org,3.3499999046325684,2.7225003242492676,225,10000,SPÖ
0,0,1,1,1,28,1,0.13664999961853028,0.261538461538,4.127135997947017,org,6.050000190734863,1.1025004386901855,264,10000,ÖVP
0,0,0,0,0,16,1,0.13664999961853028,0.0588235294118,3.526363465788307,org,6.050000190734863,1.1025004386901855,186,10000,ÖVP
0,0,1,0,0,13,1,0.13664999961853028,0.0606060606061,3.5553509186281893,else,6.050000190734863,1.1025004386901855,39,10000,ÖVP
0,0,0,0,0,8,0,0.043299999237060544,0,3.4012007149899333,org,2.1500000953674316,8.122499465942383,90,10000,GRÜNE
0,0,0,0,0,34,2,0.13664999961853028,0.0454545454545,3.044527199616847,else,6.050000190734863,1.1025004386901855,236,10000,ÖVP
0,0,0,0,0,7,0,0.15579999923706056,0,4.094346228887378,org,3.200000047683716,3.239999771118164,140,10000,PILZ
0,1,0,0,0,88,2,0.21504999160766602,-0.0470588235294,4.406720466775704,else,4.550000190734863,0.20249982178211212,172,10000,NEOS
0,0,0,0,0,15,1,0.06670000076293946,0.153846153846,3.258100384167932,else,8.100000381469727,9.610002517700195,142,10000,FPÖ
0,0,1,0,1,79,5,0.043299999237060544,0.046511627907,3.761202441272254,leader,2.1500000953674316,8.122499465942383,247,10000,GRÜNE
8,1,9,5,1,84,9,0.21504999160766602,-0.0740740740741,3.295840569701174,else,4.550000190734863,0.20249982178211212,84,10000,NEOS
0,0,0,0,0,25,0,0.08649999618530274,0.0657894736842,4.27666750790398,else,3.3499999046325684,2.7225003242492676,63,10000,SPÖ
1,5,4,2,5,399,56,0.13664999961853028,0,2.4849149830866115,org,6.050000190734863,1.1025004386901855,253,10000,ÖVP
0,0,0,0,0,8,1,0.06670000076293946,-0.0175438596491,5.176150297545421,else,8.100000381469727,9.610002517700195,142,10000,FPÖ
17,0,1,8,12,326,59,0.06670000076293946,-0.032967032967,4.56434923313396,else,8.100000381469727,9.610002517700195,203,10000,FPÖ
0,0,0,0,0,24,1,0.08649999618530274,0,4.094346228887378,else,3.3499999046325684,2.7225003242492676,166,10000,SPÖ
0,0,0,0,0,15,0,0.21504999160766602,0.137931034483,3.135498563745785,else,4.550000190734863,0.20249982178211212,17,10000,NEOS
0,2,0,6,0,223,11,0.13664999961853028,0,3.135498563745785,else,6.050000190734863,1.1025004386901855,108,10000,ÖVP
0,0,0,0,0,10,1,0.06670000076293946,0.2,1.609457912234103,else,8.100000381469727,9.610002517700195,142,10000,FPÖ
3,0,0,0,0,17,8,0.13664999961853028,0.065573770491799993,4.11087550351623,org,6.050000190734863,1.1025004386901855,187,10000,ÖVP
0,0,0,0,0,0,0,0.21504999160766602,0.0909090909091,1.609457912234103,else,4.550000190734863,0.20249982178211212,245,10000,NEOS
0,0,1,0,1,55,1,0.13664999961853028,0.0243902439024,3.8712030942390543,else,6.050000190734863,1.1025004386901855,39,10000,ÖVP
3,0,0,52,0,46,0,0.06670000076293946,0.0681818181818,3.295840569701174,else,8.100000381469727,9.610002517700195,9,10000,FPÖ
0,0,0,0,0,4,0,0.13664999961853028,0,2.4849149830866115,else,6.050000190734863,1.1025004386901855,265,10000,ÖVP
0,0,0,0,0,4,0,0.08649999618530274,0.0833333333333,2.4849149830866115,else,3.3499999046325684,2.7225003242492676,14,10000,SPÖ
0,0,0,0,0,30,1,0.08649999618530274,0.0434782608696,3.8066647119900727,else,3.3499999046325684,2.7225003242492676,197,10000,SPÖ
0,0,0,0,0,43,1,0.13664999961853028,0.0361445783133,4.418841812615149,else,6.050000190734863,1.1025004386901855,39,10000,ÖVP
0,0,0,0,0,20,0,0.13664999961853028,-0.0232558139535,3.761202441272254,org,6.050000190734863,1.1025004386901855,202,10000,ÖVP
1,1,12,0,33,949,192,0.06670000076293946,0.0684931506849,4.174388808355992,else,8.100000381469727,9.610002517700195,203,10000,FPÖ
0,0,0,0,0,16,0,0.21504999160766602,0.0851063829787,3.761202441272254,else,4.550000190734863,0.20249982178211212,111,10000,NEOS
0,0,0,0,0,5,0,0.043299999237060544,0,2.890377313436288,org,2.1500000953674316,8.122499465942383,87,10000,GRÜNE
0,1,0,0,0,21,4,0.13664999961853028,0.106382978723,3.737671999232915,else,6.050000190734863,1.1025004386901855,13,10000,ÖVP
6,5,0,57,18,374,22,0.21504999160766602,-0.0857142857143,3.5553509186281893,else,4.550000190734863,0.20249982178211212,111,10000,NEOS
0,0,1,0,1,107,16,0.06670000076293946,0.0322580645161,3.526363465788307,else,8.100000381469727,9.610002517700195,150,10000,FPÖ
8,0,1,23,0,59,15,0.21504999160766602,-0.0416666666667,3.332208081597398,else,4.550000190734863,0.20249982178211212,84,10000,NEOS
0,0,0,0,0,10,1,0.06670000076293946,-0.0714285714286,3.258100384167932,org,8.100000381469727,9.610002517700195,66,10000,FPÖ
0,0,0,0,0,101,17,0.043299999237060544,-0.037037037037,4.644391860679372,else,2.1500000953674316,8.122499465942383,55,10000,GRÜNE
0,0,0,0,0,0,1,0.13664999961853028,0.181818181818,2.6390644724468912,else,6.050000190734863,1.1025004386901855,265,10000,ÖVP
0,0,0,0,1,4,0,0.043299999237060544,0.046875,4.204694111927166,org,2.1500000953674316,8.122499465942383,95,10000,GRÜNE
0,0,0,0,1,22,1,0.13664999961853028,0,4.394450389239578,else,6.050000190734863,1.1025004386901855,40,10000,ÖVP
0,1,0,0,0,135,18,0.08649999618530274,-0.047619047619,3.7841919066429512,else,3.3499999046325684,2.7225003242492676,27,10000,SPÖ
0,2,8,4,16,147,35,0.08649999618530274,-0.0652173913043,3.5835217162300297,org,3.3499999046325684,2.7225003242492676,229,10000,SPÖ
0,3,5,1,3,128,6,0.21504999160766602,0,3.218879824860201,org,4.550000190734863,0.20249982178211212,181,10000,NEOS
1,0,0,0,0,7,1,0.06670000076293946,-0.037037037037,3.332208081597398,org,8.100000381469727,9.610002517700195,70,10000,FPÖ
0,0,0,0,0,101,15,0.13664999961853028,0.1,4.094346228887378,else,6.050000190734863,1.1025004386901855,214,10000,ÖVP
0,0,0,0,0,33,1,0.13664999961853028,0.0192307692308,3.9318275935067173,else,6.050000190734863,1.1025004386901855,40,10000,ÖVP
0,1,0,2,0,22,1,0.13664999961853028,0.2,2.302595092944046,org,6.050000190734863,1.1025004386901855,264,10000,ÖVP
3,0,0,2,0,40,14,0.06670000076293946,0,3.465739027794844,else,8.100000381469727,9.610002517700195,77,10000,FPÖ
5,16,4,40,104,3212,514,0.06670000076293946,-0.0333333333333,3.367299278256391,leader,8.100000381469727,9.610002517700195,101,10000,FPÖ
0,0,0,0,0,31,1,0.13664999961853028,0.025,3.737671999232915,org,6.050000190734863,1.1025004386901855,241,10000,ÖVP
0,0,0,0,0,43,6,0.13664999961853028,0.0612244897959,3.8501497293673697,else,6.050000190734863,1.1025004386901855,25,10000,ÖVP
0,0,0,0,0,88,21,0.13664999961853028,0,4.905275519178896,else,6.050000190734863,1.1025004386901855,108,10000,ÖVP
1,2,0,0,0,124,6,0.043299999237060544,0.0246913580247,4.127135997947017,else,2.1500000953674316,8.122499465942383,55,10000,GRÜNE
0,2,0,0,0,42,4,0.13664999961853028,-0.005,5.278115169434469,else,6.050000190734863,1.1025004386901855,108,10000,ÖVP
0,0,0,0,1,124,47,0.06670000076293946,0.0909090909091,2.3979043636661395,org,8.100000381469727,9.610002517700195,70,10000,FPÖ
0,0,0,0,0,26,2,0.08649999618530274,0.0666666666667,3.091046998802531,else,3.3499999046325684,2.7225003242492676,14,10000,SPÖ
0,1,0,0,0,25,3,0.06670000076293946,0.0652173913043,3.496510591764919,else,8.100000381469727,9.610002517700195,54,10000,FPÖ
0,0,0,1,2,69,11,0.043299999237060544,0.037037037037,3.295840569701174,org,2.1500000953674316,8.122499465942383,94,10000,GRÜNE
0,0,0,0,0,0,0,0.043299999237060544,0.0571428571429,3.610920615343275,else,2.1500000953674316,8.122499465942383,127,10000,GRÜNE
0,0,0,0,12,101,12,0.043299999237060544,0,3.332208081597398,org,2.1500000953674316,8.122499465942383,50,10000,GRÜNE
0,0,0,0,0,2,0,0.21504999160766602,0.012987012987,4.356710108740052,org,4.550000190734863,0.20249982178211212,129,10000,NEOS
2,0,0,3,0,11,2,0.043299999237060544,0.0666666666667,4.248496670619767,else,2.1500000953674316,8.122499465942383,105,10000,GRÜNE
2,0,0,9,0,32,3,0.21504999160766602,-0.121212121212,3.5835217162300297,else,4.550000190734863,0.20249982178211212,84,10000,NEOS
0,0,0,1,0,11,3,0.06670000076293946,-0.0833333333333,3.044527199616847,org,8.100000381469727,9.610002517700195,66,10000,FPÖ
0,0,0,0,0,9,1,0.13664999961853028,0,3.218879824860201,else,6.050000190734863,1.1025004386901855,73,10000,ÖVP
0,2,0,0,0,37,7,0.13664999961853028,0.0540540540541,3.663564210228923,else,6.050000190734863,1.1025004386901855,83,10000,ÖVP
0,0,0,1,0,4,6,0.043299999237060544,0,4.45434845904353,else,2.1500000953674316,8.122499465942383,105,10000,GRÜNE
0,0,0,0,0,21,5,0.043299999237060544,0,4.45434845904353,else,2.1500000953674316,8.122499465942383,105,10000,GRÜNE
0,0,0,0,0,39,1,0.043299999237060544,0,3.091046998802531,else,2.1500000953674316,8.122499465942383,261,10000,GRÜNE
0,0,0,0,0,44,2,0.13664999961853028,0.0555555555556,3.5835217162300297,else,6.050000190734863,1.1025004386901855,51,10000,ÖVP
0,0,0,0,0,7,0,0.21504999160766602,0.0833333333333,2.4849149830866115,else,4.550000190734863,0.20249982178211212,196,10000,NEOS
0,0,0,0,0,21,4,0.043299999237060544,0.0576923076923,3.663564210228923,org,2.1500000953674316,8.122499465942383,49,10000,GRÜNE
0,19,1,19,0,77,27,0.06670000076293946,-0.04,3.5835217162300297,else,8.100000381469727,9.610002517700195,252,10000,FPÖ
0,0,0,0,0,12,1,0.08649999618530274,0.0833333333333,1.945924434667559,else,3.3499999046325684,2.7225003242492676,159,10000,SPÖ
0,0,0,0,0,24,1,0.043299999237060544,0.333333333333,2.5649570497396432,org,2.1500000953674316,8.122499465942383,48,10000,GRÜNE
0,0,0,0,0,16,0,0.06670000076293946,0.047619047619,3.178057997005932,else,8.100000381469727,9.610002517700195,259,10000,FPÖ
0,0,0,0,2,49,4,0.08649999618530274,0,4.0430530222189764,org,3.3499999046325684,2.7225003242492676,219,10000,SPÖ
0,0,0,0,0,41,7,0.13664999961853028,0.129032258065,3.367299278256391,org,6.050000190734863,1.1025004386901855,256,10000,ÖVP
0,0,0,0,2,39,7,0.08649999618530274,0.05,3.135498563745785,else,3.3499999046325684,2.7225003242492676,166,10000,SPÖ
0,0,0,0,0,4,0,0.043299999237060544,0.142857142857,3.367299278256391,org,2.1500000953674316,8.122499465942383,95,10000,GRÜNE
5,3,1,18,16,291,19,0.13664999961853028,0,2.7080568677466546,org,6.050000190734863,1.1025004386901855,253,10000,ÖVP
0,0,0,1,1,56,1,0.13664999961853028,0.0537634408602,4.521789664004971,else,6.050000190734863,1.1025004386901855,191,10000,ÖVP
9,1,2,30,0,83,38,0.043299999237060544,0.044776119403,4.234107953871572,else,2.1500000953674316,8.122499465942383,125,10000,GRÜNE
0,0,0,0,0,44,8,0.13664999961853028,0.0483870967742,4.077539138819537,else,6.050000190734863,1.1025004386901855,21,10000,ÖVP
0,0,0,0,0,15,0,0.13664999961853028,0,2.944444242310485,else,6.050000190734863,1.1025004386901855,85,10000,ÖVP
0,0,0,0,0,21,1,0.08649999618530274,0.0217391304348,3.761202441272254,else,3.3499999046325684,2.7225003242492676,246,10000,SPÖ
0,0,0,0,0,28,1,0.13664999961853028,0.142857142857,3.044527199616847,else,6.050000190734863,1.1025004386901855,16,10000,ÖVP
0,0,0,0,1,9,0,0.043299999237060544,-0.125,2.833219226391856,org,2.1500000953674316,8.122499465942383,91,10000,GRÜNE
2,26,0,4,20,116,21,0.043299999237060544,0.0128205128205,4.14313631369186,org,2.1500000953674316,8.122499465942383,92,10000,GRÜNE
0,0,0,0,0,76,13,0.13664999961853028,0.0714285714286,3.8066647119900727,else,6.050000190734863,1.1025004386901855,144,10000,ÖVP
0,0,0,0,0,9,4,0.08649999618530274,0.0645161290323,3.218879824860201,else,3.3499999046325684,2.7225003242492676,248,10000,SPÖ
0,0,0,0,1,66,27,0.13664999961853028,0.09375,3.433990430286395,org,6.050000190734863,1.1025004386901855,23,10000,ÖVP
0,0,0,0,0,10,9,0.043299999237060544,-0.0833333333333,4.343806720554139,else,2.1500000953674316,8.122499465942383,127,10000,GRÜNE
0,0,0,0,0,12,0,0.08649999618530274,0.0344827586207,3.4012007149899333,else,3.3499999046325684,2.7225003242492676,76,10000,SPÖ
20,0,1,18,0,217,126,0.21504999160766602,0,4.543295846099225,else,4.550000190734863,0.20249982178211212,196,10000,NEOS
0,0,0,0,0,6,0,0.13664999961853028,-0.25,1.3863193608073958,org,6.050000190734863,1.1025004386901855,264,10000,ÖVP
0,0,0,0,1,13,0,0.043299999237060544,0.2,3.044527199616847,else,2.1500000953674316,8.122499465942383,105,10000,GRÜNE
0,0,0,0,0,14,0,0.043299999237060544,0.1,2.4849149830866115,org,2.1500000953674316,8.122499465942383,87,10000,GRÜNE
0,0,0,0,2,77,0,0.043299999237060544,0,3.044527199616847,org,2.1500000953674316,8.122499465942383,47,10000,GRÜNE
0,0,0,0,0,0,1,0.13664999961853028,0.0625,2.5649570497396432,else,6.050000190734863,1.1025004386901855,265,10000,ÖVP
0,0,0,0,0,20,0,0.13664999961853028,0.117647058824,3.496510591764919,else,6.050000190734863,1.1025004386901855,193,10000,ÖVP
0,0,0,0,0,4,0,0.06670000076293946,0,9.999500033329732e-5,org,8.100000381469727,9.610002517700195,74,10000,FPÖ
0,0,1,2,0,51,0,0.13664999961853028,0.0625,2.7080568677466546,org,6.050000190734863,1.1025004386901855,190,10000,ÖVP
0,0,0,0,0,29,3,0.08649999618530274,0.030303030303,3.610920615343275,else,3.3499999046325684,2.7225003242492676,197,10000,SPÖ
0,0,0,0,0,51,7,0.13664999961853028,0.147058823529,3.526363465788307,else,6.050000190734863,1.1025004386901855,25,10000,ÖVP
15,430,44,19,3,476,639,0.043299999237060544,0,2.995737273541491,else,2.1500000953674316,8.122499465942383,100,10000,GRÜNE
0,0,0,0,0,90,10,0.06670000076293946,0,1.945924434667559,org,8.100000381469727,9.610002517700195,70,10000,FPÖ
0,0,0,0,1,58,1,0.21504999160766602,0,5.2364424947447015,else,4.550000190734863,0.20249982178211212,24,10000,NEOS
2,1,4,2,13,312,158,0.043299999237060544,0.057971014492800003,3.8501497293673697,org,2.1500000953674316,8.122499465942383,47,10000,GRÜNE
0,2,0,0,6,123,23,0.08649999618530274,0.0952380952381,3.044527199616847,org,3.3499999046325684,2.7225003242492676,232,10000,SPÖ
16,6,5,53,9,566,86,0.043299999237060544,-0.0666666666667,3.526363465788307,else,2.1500000953674316,8.122499465942383,100,10000,GRÜNE
0,2,0,0,0,136,151,0.08649999618530274,-0.0625,2.890377313436288,else,3.3499999046325684,2.7225003242492676,166,10000,SPÖ
0,0,0,0,0,31,5,0.08649999618530274,0.0512820512821,3.713574505725724,else,3.3499999046325684,2.7225003242492676,197,10000,SPÖ
1,1,0,28,0,9,17,0.06670000076293946,-0.181818181818,2.1972356883856023,else,8.100000381469727,9.610002517700195,35,10000,FPÖ
0,0,0,0,0,37,4,0.13664999961853028,0.04,3.218879824860201,org,6.050000190734863,1.1025004386901855,256,10000,ÖVP
0,0,0,0,0,0,0,0.043299999237060544,0,2.302595092944046,else,2.1500000953674316,8.122499465942383,127,10000,GRÜNE
0,1,0,4,15,190,0,0.15579999923706056,0.0423728813559,5.433722440235367,else,3.200000047683716,3.239999771118164,215,10000,PILZ
0,0,0,0,1,14,0,0.08649999618530274,-0.027027027027,3.6375887913018707,org,3.3499999046325684,2.7225003242492676,118,10000,SPÖ
0,0,0,0,0,31,4,0.06670000076293946,0,2.77259497222025,org,8.100000381469727,9.610002517700195,70,10000,FPÖ
2,0,1,1,0,24,3,0.06670000076293946,-0.0526315789474,2.944444242310485,org,8.100000381469727,9.610002517700195,66,10000,FPÖ
0,0,0,0,0,55,1,0.13664999961853028,0.151515151515,3.496510591764919,else,6.050000190734863,1.1025004386901855,201,10000,ÖVP
0,0,0,0,0,27,0,0.13664999961853028,0.15,3.091046998802531,else,6.050000190734863,1.1025004386901855,201,10000,ÖVP
0,8,2,3,0,30,0,0.21504999160766602,0.0769230769231,3.258100384167932,else,4.550000190734863,0.20249982178211212,183,10000,NEOS
0,0,0,0,0,15,0,0.13664999961853028,0.15,4.094346228887378,else,6.050000190734863,1.1025004386901855,201,10000,ÖVP
0,0,0,0,0,15,1,0.08649999618530274,0.0909090909091,3.8501497293673697,else,3.3499999046325684,2.7225003242492676,242,10000,SPÖ
0,0,0,0,1,19,5,0.13664999961853028,0.0909090909091,2.995737273541491,org,6.050000190734863,1.1025004386901855,264,10000,ÖVP
0,0,0,0,0,35,1,0.13664999961853028,0.093023255814,3.8066647119900727,else,6.050000190734863,1.1025004386901855,123,10000,ÖVP
44,3,4,54,2,445,114,0.06670000076293946,-0.027027027027,3.5835217162300297,else,8.100000381469727,9.610002517700195,203,10000,FPÖ
0,0,0,0,5,177,0,0.06670000076293946,0.179487179487,3.6888819541108115,else,8.100000381469727,9.610002517700195,169,10000,FPÖ
5,0,2,27,1,206,34,0.15579999923706056,-0.0229885057471,4.45434845904353,org,3.200000047683716,3.239999771118164,135,10000,PILZ
0,0,0,1,3,152,4,0.08649999618530274,0.272727272727,2.302595092944046,else,3.3499999046325684,2.7225003242492676,99,10000,SPÖ
0,0,0,0,0,28,0,0.08649999618530274,0.136363636364,3.178057997005932,else,3.3499999046325684,2.7225003242492676,99,10000,SPÖ
0,1,1,1,1,107,6,0.21504999160766602,0.125,3.496510591764919,leader,4.550000190734863,0.20249982178211212,156,10000,NEOS
0,0,0,0,0,55,2,0.08649999618530274,0.0434782608696,3.178057997005932,else,3.3499999046325684,2.7225003242492676,99,10000,SPÖ
0,0,0,0,0,27,6,0.08649999618530274,0.125,3.178057997005932,else,3.3499999046325684,2.7225003242492676,99,10000,SPÖ
