numsad_int,numhaha_int,numwow_int,numangry_int,numloves_int,numlikes_int,numshares_int,MIPP,sentiment,log_length,else_leader_org,IDEO,IDEOsq,accountname,issue,party_affil
0,0,0,0,1,11,0,0.043299999237060544,0.0612244897959,3.5835217162300297,org,2.1500000953674316,8.122499465942383,93,10000,GRÜNE
0,1,0,1,3,114,25,0.08649999618530274,0.037037037037,3.367299278256391,org,3.3499999046325684,2.7225003242492676,231,10000,SPÖ
0,0,0,0,0,36,3,0.13664999961853028,0.0714285714286,3.367299278256391,org,6.050000190734863,1.1025004386901855,120,10000,ÖVP
0,0,0,0,0,49,3,0.13664999961853028,0.153846153846,2.4849149830866115,else,6.050000190734863,1.1025004386901855,236,10000,ÖVP
5,0,1,0,0,14,7,0.13664999961853028,0.0666666666667,3.4012007149899333,org,6.050000190734863,1.1025004386901855,23,10000,ÖVP
0,0,0,0,0,20,2,0.13664999961853028,0.176470588235,2.77259497222025,else,6.050000190734863,1.1025004386901855,98,10000,ÖVP
0,0,1,0,0,17,0,0.043299999237060544,-0.2,1.609457912234103,org,2.1500000953674316,8.122499465942383,93,10000,GRÜNE
0,1,1,0,0,51,2,0.13664999961853028,0.0588235294118,4.418841812615149,else,6.050000190734863,1.1025004386901855,191,10000,ÖVP
0,0,0,0,0,14,0,0.13664999961853028,0,2.7080568677466546,org,6.050000190734863,1.1025004386901855,264,10000,ÖVP
0,0,0,0,0,88,8,0.13664999961853028,0.0689655172414,3.367299278256391,else,6.050000190734863,1.1025004386901855,25,10000,ÖVP
0,2,0,0,0,83,3,0.13664999961853028,0,3.8918223389248707,else,6.050000190734863,1.1025004386901855,191,10000,ÖVP
0,0,0,0,8,142,13,0.08649999618530274,0,3.295840569701174,org,3.3499999046325684,2.7225003242492676,231,10000,SPÖ
0,0,0,0,0,23,0,0.06670000076293946,0.136363636364,4.174388808355992,else,8.100000381469727,9.610002517700195,171,10000,FPÖ
0,1,0,0,2,52,5,0.21504999160766602,-0.0375,4.3820278846731,else,4.550000190734863,0.20249982178211212,196,10000,NEOS
